Date,A,B,C,D,E,Paid Coupon A,Paid Coupon B,Paid Coupon C,Paid Coupon D,Paid Coupon E
2014-09-23,101.2931,96.6701,94.7048,97.4408,96.2882,0.0,0.0,0.0,0.0,0.0
2014-09-24,101.0951,96.4811,94.6871,97.2578,96.1033,0.0,0.0,0.0,0.0,0.0
2014-09-25,101.0748,96.4627,94.715,97.2429,96.0866,0.0,0.0,0.0,0.0,0.0
2014-09-26,101.0992,96.4894,94.7709,97.2766,96.1171,0.0,0.0,0.0,0.0,0.0
2014-09-29,101.2212,96.5464,94.6686,97.3852,96.1678,0.0,0.0,0.0,0.041749999999999995,0.0
2014-09-30,101.1092,96.4412,94.6072,97.2969,96.0732,0.0,0.0,0.0,0.0,0.0
2014-10-01,101.0423,96.3794,94.7126,97.1998,95.9922,0.0,0.0,0.0,0.0,0.0
2014-10-02,101.155,96.4868,94.7126,97.2972,96.0932,0.0,0.0,0.0,0.0,0.0
2014-10-03,101.155,96.4868,94.7126,97.2972,96.0932,0.0,0.0,0.0,0.0,0.0
2014-10-06,101.155,96.4868,94.8859,97.2972,96.0932,0.0,0.0,0.0,0.0,0.0
2014-10-07,101.335,96.6613,95.1728,97.48,96.2717,0.0,0.0,0.0,0.0,0.0
2014-10-08,101.5764,96.9528,94.8187,97.6886,96.5497,0.0,0.0,0.0,0.0,0.0
2014-10-09,101.263,96.5931,94.9951,97.3403,96.1988,0.0,0.0,0.0,0.0,0.0
2014-10-10,101.4506,96.7731,95.0731,97.4852,96.3579,0.0,0.0,0.0,0.0,0.0
2014-10-13,101.5306,96.7909,95.3412,97.5688,96.439,0.0,0.0,0.0,0.0,0.0
2014-10-14,101.8068,97.0596,95.2901,97.8676,96.724,0.0,0.0,0.0,0.0,0.0
2014-10-16,102.0376,97.3438,95.5627,98.1532,96.9463,0.0,0.0,0.0,0.0,0.0
2014-10-17,101.8781,97.1933,95.415,98.0014,96.7964,0.0,0.0,0.0,0.0,0.0
2014-10-20,101.8962,97.2122,95.4346,98.0278,96.8811,0.0,0.0,0.0,0.0,0.0
2014-10-21,102.1446,97.4506,95.6694,98.2516,97.1101,0.0,0.0,0.0,0.0,0.0
2014-10-22,101.9853,97.3628,95.5847,98.1022,96.9626,0.0,0.0,0.0,0.0,0.0
2014-10-23,102.0247,97.3993,95.6195,98.1226,96.9895,0.0,0.0,0.0,0.0,0.0
2014-10-24,102.0247,97.3993,95.6195,98.1226,96.9895,0.0,0.0,0.0,0.0,0.0
2014-10-27,102.2942,97.4148,95.6339,98.1187,96.9938,0.0,0.0,0.0,0.0,0.0
2014-10-28,102.4264,97.7242,95.9394,98.4211,97.2977,0.0,0.0,0.0,0.0,0.0
2014-10-29,102.4192,97.7167,95.931,98.3953,97.2797,0.0,0.0,0.0,0.0,0.0
2014-10-30,102.7115,97.9963,96.2062,98.66,97.5492,0.0,0.0,0.0,0.0,0.0
2014-10-31,102.9895,98.264,96.47,98.9023,97.8012,0.0,0.0,0.0,0.0,0.0
2014-11-03,103.1613,98.4304,96.6347,98.9992,97.9634,0.0,0.0,0.0,0.0,0.0
2014-11-04,103.0996,98.3691,96.5725,98.9149,97.8891,0.0,0.0,0.0,0.0,0.0
2014-11-05,103.5333,98.7871,96.9858,99.3256,98.3012,0.0,0.0,0.0,0.0,0.0
2014-11-06,103.5728,98.8258,97.0244,99.3711,98.3436,0.0,0.0,0.0,0.0,0.0
2014-11-07,103.5513,98.8063,97.005,99.3334,98.3141,0.0,0.0,0.0,0.0,0.0
2014-11-10,103.737,98.9254,97.124,99.5302,98.441,0.0,0.0,0.0,0.0,0.0
2014-11-11,103.588,98.7831,96.9838,99.3871,98.2991,0.0,0.0,0.0,0.0,0.0
2014-11-12,103.7259,98.9162,97.1153,99.5154,98.4289,0.0,0.0,0.0,0.0,0.0
2014-11-13,103.6543,98.8488,97.0494,99.4531,98.365,0.0,0.0,0.0,0.0,0.0
2014-11-14,103.4879,98.6911,96.8942,99.2868,98.2036,0.0,0.0,0.0,0.0,0.0
2014-11-17,103.6276,98.8892,97.0914,99.438,98.4104,0.0,0.0,0.0,0.0,0.0
